队名,队员号,出场次数,首发次数,上场时间,投篮命中次数,投篮出手次数,篮板总数,盖帽,得分,总命中率
22,9,44,1,12.9,1.3,4,1.4,0,3.9,0.325
22,10,60,0,12.6,1.5,3.5,3.7,0.7,3.6,0.428571429
22,11,3,0,5.7,0.7,1.7,3,0,2.7,0.411764706
22,12,42,1,10.5,1.1,3,1.3,0.1,2.5,0.366666667
22,13,11,0,12.8,0.8,1.6,3.8,0.1,2.3,0.5
22,14,20,1,5.3,0.8,1.8,1.7,0.1,1.7,0.444444444
23,0,79,79,37.6,6.2,14.9,7.6,0.6,17.4,0.416107383
23,1,73,73,33.4,6.9,13.8,7.7,0.9,17.1,0.5
23,2,76,76,34.5,5.1,11.5,3.7,0.3,14.2,0.443478261
23,3,79,79,28.7,4.9,10.9,8.3,2.6,11.9,0.449541284
23,4,78,72,29.2,3.5,7.7,3.9,0.2,8.8,0.454545455
23,5,60,7,18,2.6,7.1,2.4,0.4,7,0.366197183
23,6,81,8,16.9,2.2,5,4.6,0.2,7,0.44
23,7,5,0,15,2,7,1.8,0.2,5.4,0.285714286
23,8,80,2,16.5,1.9,4.1,3.9,0.8,5,0.463414634
23,9,76,5,16.1,1.4,3.9,1.2,0,4.7,0.358974359
23,10,51,0,12.1,1.4,3.5,2.2,0.2,4,0.4
23,11,37,0,10.1,1.6,3.4,2.8,0.3,3.9,0.470588235
23,12,56,3,12.3,1,2.6,2.2,0.1,2.8,0.384615385
23,13,28,0,7.2,0.5,1.6,0.6,0.1,2,0.3125
23,14,14,0,3.9,0.4,1.5,1.6,0.2,0.9,0.266666667
23,15,2,1,6.5,0,1.5,1,0,0,0
24,0,80,80,36.3,7.2,17,6.8,0.3,21.7,0.423529412
24,1,80,80,30.9,5.7,11.7,6.8,0.9,14,0.487179487
24,2,78,78,35.2,5.5,11.2,7.2,0.1,13.8,0.491071429
24,3,2,0,18,4.5,11,9.5,0.5,11.5,0.409090909
24,4,81,81,29.7,4.1,9.3,6.6,2.2,10.8,0.440860215
24,5,76,76,32.1,3.6,8.1,3.7,0.3,10.3,0.444444444
24,6,29,2,22.6,2.8,7.7,3.6,0.4,8.3,0.363636364
24,7,82,2,17,3.2,6.8,4.8,0.2,7.6,0.470588235
24,8,27,2,21,2.9,7,3.2,0.1,7.1,0.414285714
24,9,63,5,18.9,2.3,5.3,1.6,0.1,6.6,0.433962264
24,10,41,0,6.5,1.3,2.9,0.8,0.2,3.7,0.448275862
24,11,77,1,16.3,1.2,2.5,3.3,0.9,3.5,0.48
24,12,14,0,8.1,1.2,2.4,2.4,0.4,2.9,0.5
24,13,50,2,7.6,1,2.2,0.8,0.2,2.7,0.454545455
24,14,38,0,9,0.9,2.5,1.3,0,2.4,0.36
24,15,48,1,8.2,0.9,2.4,0.9,0,2.3,0.375
24,16,28,0,8.1,0.6,1.4,1.5,0.1,1.7,0.428571429
25,0,43,36,29.4,5.9,12.4,4.2,0.3,16.1,0.475806452
25,1,70,40,26.3,4.7,11.8,3.1,0.4,13.5,0.398305085
25,2,71,36,26.5,4.7,10.6,3.5,0.1,12.6,0.443396226
25,3,66,66,28.7,4.9,10.4,6.8,0.7,11.7,0.471153846
25,4,76,76,25.4,4.2,9.3,7.1,1.6,10.6,0.451612903
25,5,10,0,19.3,3.9,8.9,1.4,0,10.5,0.438202247
25,6,57,21,24.9,3.2,7.3,2.9,0.2,10,0.438356164
25,7,81,16,20.5,3.7,7.9,6.5,0.2,9.4,0.46835443
25,8,82,78,29,3.1,7.7,3.8,0.2,8.9,0.402597403
25,9,6,0,15.3,3,8.2,3.7,0.2,8.8,0.365853659
25,10,53,21,21,2.7,6.7,2.7,0,7.4,0.402985075
25,11,50,12,16.6,2.2,6.2,2.2,0.2,6.2,0.35483871
25,12,63,0,16.9,2.2,4.7,5.1,0.7,5,0.468085106
25,13,68,2,15.4,1.8,3.9,0.7,0.1,4.8,0.461538462
25,14,61,6,18.8,1.9,3.5,5.8,0.8,4.3,0.542857143
25,15,20,0,5.4,1,2.1,1.5,0.1,2.9,0.476190476
26,0,81,81,34.9,7.5,17.9,7,0.4,23.1,0.418994413
26,1,81,81,33.7,5.4,12.6,3.3,0.5,13.8,0.428571429
26,2,74,73,34.1,4.4,10,4,0.2,12.1,0.44
26,3,64,24,22.9,4,9.9,2.7,0.5,11.8,0.404040404
26,4,60,30,22.8,4.4,8.8,5.5,1.4,10.3,0.5
26,5,71,71,25.6,3.7,6.3,7.1,1.1,9.3,0.587301587
26,6,58,1,22,3.2,7.6,2.7,0.1,8.9,0.421052632
26,7,73,11,20.7,3.8,7.5,6.2,0.5,8.8,0.506666667
26,8,79,28,20.3,2.4,4.7,5.4,0.5,5.4,0.510638298
26,9,13,1,18.1,2.2,5.2,2.4,0.1,4.9,0.423076923
26,10,49,2,14.9,1.7,4,2.5,0.2,4.4,0.425
26,11,59,3,14.7,1.6,3.5,2.8,0.2,4.2,0.457142857
26,12,1,0,6,2,2,1,0,4,1
26,13,45,4,11.4,1.4,3.4,1.5,0.2,3.8,0.411764706
26,14,41,0,9.4,1.5,4.1,1.2,0,3.8,0.365853659
26,15,7,0,5.9,0.7,1.6,1.7,0.1,1.6,0.4375
27,0,75,75,35.8,8.3,18,6.6,0.4,23.7,0.461111111
27,1,82,82,32.4,4.9,11.1,4,0.4,15.3,0.441441441
27,2,81,81,31.4,5.5,10.7,7.3,2.1,14.5,0.514018692
27,3,74,74,30.3,4.9,9.3,6.1,0.4,11,0.52688172
27,4,76,29,23.4,3.7,8.5,3,0.3,10.7,0.435294118
27,5,74,33,27,3.3,7.5,2.8,0.4,8.5,0.44
27,6,66,1,14.1,3.6,7.1,4.2,0.2,8.1,0.507042254
27,7,39,0,17.7,2.3,6.3,2.2,0,7.2,0.365079365
27,8,6,0,22,3,7.3,4,0.3,7.2,0.410958904
27,9,69,27,20.7,2.3,4.9,3.6,0.3,6.1,0.469387755
27,10,65,0,13.8,1.9,4.6,1.1,0.1,5,0.413043478
27,11,49,3,11.4,2.2,4,2.9,0.4,4.7,0.55
27,12,61,5,14.2,1.3,2.8,3.6,0.4,2.9,0.464285714
27,13,33,0,4.2,0.8,2.2,0.5,0,2.1,0.363636364
27,14,29,0,7.5,0.7,1.5,1.9,0.2,2,0.466666667
27,15,23,0,4.1,0.4,1.6,0.7,0,0.9,0.25
28,0,63,61,34.4,5.7,14.7,3.7,0.3,16.2,0.387755102
28,1,73,70,35,5.1,12.3,3.6,0.4,14,0.414634146
28,2,65,65,35.3,5.6,11.4,11.1,2.6,12.8,0.49122807
28,3,67,18,20.9,3.8,8.3,3.6,0.1,12,0.457831325
28,4,49,40,32.4,4.1,10.5,4.1,0.2,11.5,0.39047619
28,5,35,18,24.6,4.5,10.3,6.8,0.5,11.3,0.436893204
28,6,60,34,25.1,3.7,8.5,6.1,0.4,9.5,0.435294118
28,7,44,12,20.1,2.7,6.2,2,0.3,7.3,0.435483871
28,8,57,0,15.1,2.7,6.2,1,0.1,7.2,0.435483871
28,9,80,22,22,2.6,6.5,1.5,0.1,7.1,0.4
28,10,79,52,26.5,2.5,5.4,5.3,0.4,6.7,0.462962963
28,11,7,0,12.1,2.4,5.3,3.1,0.3,5.1,0.452830189
28,12,10,0,13.4,1.8,4.5,0.8,0.1,4.4,0.4
28,13,60,12,14.5,1.9,4.5,3,1.2,4.3,0.422222222
28,14,63,6,10.7,0.8,1.5,2.9,0,2.2,0.533333333
28,15,9,0,9.2,0.8,2.3,0.7,0.1,1.9,0.347826087
28,16,2,0,3,0,0,0,0,0,0
29,0,66,66,35.3,7.1,17,3.4,0.3,19.1,0.417647059
29,1,21,21,36,6.9,16,3.5,0.3,17.6,0.43125
29,2,56,46,26.2,5.1,11.7,6.5,0.6,13.7,0.435897436
29,3,60,41,27.6,4.9,10,8.8,0.7,13,0.49
29,4,55,3,26.3,4.3,9.2,3.7,0.1,12.3,0.467391304
29,5,12,12,30.3,5.1,11.3,8.3,2,11.3,0.451327434
29,6,26,13,27.4,3.7,10.5,3.2,0.2,10.5,0.352380952
29,7,54,53,28.5,3.4,8.4,3.9,0.2,9,0.404761905
29,8,43,22,23.5,3.1,6.1,5.3,0.5,7.7,0.508196721
29,9,59,0,18.3,2.5,5.6,1.7,0,5.9,0.446428571
29,10,23,5,20.1,2,4.8,4.7,1.6,5.7,0.416666667
29,11,58,27,18.8,2.2,4.7,2.1,0.3,5.5,0.468085106
29,12,42,9,11.4,1.9,4,2.4,0.2,5,0.475
29,13,46,12,12.1,2.1,4.2,2.6,0.4,4.7,0.5
29,14,52,0,12.4,1.6,3.5,3.1,1.5,3.6,0.457142857
29,15,35,0,6.8,0.4,1.3,2.1,0,1.1,0.307692308
29,16,5,0,7.8,0.4,2.6,0.6,0,0.8,0.153846154
30,0,82,82,37.5,7.3,17.5,3.9,0.4,19.2,0.417142857
30,1,80,80,36.2,6.2,15.6,3.1,0.1,17.5,0.397435897
30,2,73,54,27.6,5.1,11,7.1,0.5,13.2,0.463636364
30,3,28,2,28.8,4.3,10.6,1.9,0.1,12.3,0.405660377
30,4,75,3,25.9,3.7,8.3,3.9,0.5,10.5,0.445783133
30,5,71,55,27.3,4.3,8.5,9.5,2.8,9.8,0.505882353
30,6,39,0,18.5,2.9,6.1,2,0.1,6.7,0.475409836
30,7,58,45,22.9,2.6,6.5,4.4,0.2,6.7,0.4
30,8,47,23,16.2,2.9,5.4,5.9,1.1,6.7,0.537037037
30,9,63,9,13.1,2.6,5.3,4.7,0.7,6,0.490566038
30,10,59,33,18.4,2.2,5.9,2.5,0.2,5.5,0.372881356
30,11,28,14,11.5,1.9,4.1,2,0.3,4.9,0.463414634
30,12,76,9,17.2,1.5,3.5,3.3,1.1,4.3,0.428571429
30,13,12,0,13.7,2.1,3.5,4.9,0.3,4.3,0.6
30,14,23,0,12.2,1.4,4.1,0.7,0,3.4,0.341463415
30,15,16,0,9.4,1.3,3.8,1.9,0.4,3.3,0.342105263
30,16,16,0,8.6,1.1,2.7,0.9,0.2,2.4,0.407407407
30,17,12,1,5.8,0.1,0.3,1.8,0.2,0.2,0.333333333
31,0,72,69,33.4,6.4,15.2,3.5,0.2,17.9,0.421052632
31,1,28,12,32.6,5,10.9,3.1,0.1,15.8,0.458715596
31,2,82,64,30,4.6,10.4,3.8,0.2,12.1,0.442307692
31,3,52,23,25.9,4.3,10.6,2.4,0.3,11.7,0.405660377
31,4,55,47,26.9,4.3,10.5,6.2,0.1,11.2,0.40952381
31,5,70,23,26.5,4.9,9.1,7.1,1.7,11.1,0.538461538
31,6,34,13,24.1,4,10.4,4.6,0.3,11,0.384615385
31,7,28,12,25.2,4.3,8.4,7.8,0.8,10.9,0.511904762
31,8,30,2,20.2,3.6,9.2,1.7,0,10,0.391304348
31,9,23,20,25.5,3.3,7,7.2,1.7,7.7,0.471428571
31,10,53,43,24.9,2.8,6.6,6.3,0.3,7.7,0.424242424
31,11,59,31,22.2,2.9,6.6,2.5,0.3,7.1,0.439393939
31,12,77,23,24.7,2.2,5.4,4.4,0.8,6.8,0.407407407
31,13,8,0,15.8,2.6,4.4,2.5,0.6,6,0.590909091
31,14,36,12,21.2,2.3,6.1,1.7,0.1,5.7,0.37704918
31,15,49,2,9.4,1.4,2.6,2.2,0.3,3.7,0.538461538
31,16,43,14,18.7,1.3,3.3,3.4,1,3.3,0.393939394
31,17,3,0,5,1,2.3,1.7,0,2.3,0.434782609
31,18,3,0,3.3,1,1.7,0.3,0,2,0.588235294
32,0,52,52,32.5,6.2,14.3,4.3,0.2,17.8,0.433566434
32,1,25,25,30.2,5.3,12.3,4,0.5,14.1,0.430894309
32,2,79,58,30.1,5.1,11,4.4,0.1,13.4,0.463636364
32,3,81,71,31.4,4.7,9.6,6.7,1,12.7,0.489583333
32,4,25,25,29.5,5.2,10.5,5.5,0.2,12.3,0.495238095
32,5,58,36,22.7,4.5,9.6,4.8,0.3,11.5,0.46875
32,6,71,15,23.9,4.2,9.9,2.6,0.3,11.4,0.424242424
32,7,73,45,23.7,3.3,7.2,6.8,0.3,8.3,0.458333333
32,8,77,4,22.4,2.9,6.7,2.7,0.2,7.8,0.432835821
32,9,27,26,21.7,3.2,6.4,6.1,1.4,7.3,0.5
32,10,72,22,23.8,2.8,5.9,3.1,0.2,7.2,0.474576271
32,11,67,11,18.4,2.9,5.2,4.7,2,7,0.557692308
32,12,28,3,14.9,1.6,3.6,1,0,4.2,0.444444444
32,13,25,1,14.2,1.7,4.9,1.1,0.1,4,0.346938776
32,14,8,0,16,1.5,3.8,1.4,0.3,3.9,0.394736842
32,15,10,1,12.9,1.5,2.7,1.8,0,3.7,0.555555556
32,16,19,0,9.9,1.5,3.1,2.4,0.6,3.2,0.483870968
32,17,34,15,10.7,1.3,3.5,1.9,0.1,2.9,0.371428571
32,18,11,0,12.8,1.1,2.8,1.5,0,2.3,0.392857143
32,19,11,0,9.6,0.8,2,1.7,0.5,1.8,0.4
33,0,79,79,36.1,6.4,14.5,3.8,0.2,18.2,0.44137931
33,1,80,79,35.3,6.4,12.7,7.7,1.4,16.9,0.503937008
33,2,79,67,29.3,6.2,11.9,8.8,0.8,15.3,0.521008403
33,3,76,72,31.7,5.8,11.8,5.2,0.4,14.1,0.491525424
33,4,54,37,30.5,4.6,10.3,5.1,0.8,11.5,0.446601942
33,5,52,18,29,3.6,8.4,2.7,0.2,10.4,0.428571429
33,6,41,24,26.5,2.9,7.8,2.6,0.2,7.8,0.371794872
33,7,57,1,16.8,2.9,5.1,3.9,1.9,7,0.568627451
33,8,23,0,20,2,6,2,0,5.7,0.333333333
33,9,61,14,14.2,2.3,3.8,3.8,0.8,5.1,0.605263158
33,10,46,7,14.3,1.8,4.1,1.6,0,4.5,0.43902439
33,11,4,0,14,1,3.5,2.3,0,4,0.285714286
33,12,70,6,14.3,1.2,3.8,1.3,0.2,3.1,0.315789474
33,13,66,4,13,1.3,3.2,2.7,0.1,3,0.40625
33,14,3,0,6.3,0.7,2,0.3,0,2.3,0.35
33,15,24,1,6.6,0.7,2.1,0.4,0,2.1,0.333333333
33,16,20,1,8,0.7,1.9,1.6,0.2,1.8,0.368421053
34,0,80,80,35.6,8.2,15.7,8.8,1.9,22.9,0.522292994
34,1,51,50,33.9,7.8,16,6.2,0.4,20.1,0.4875
34,2,29,23,30.8,5.2,11.5,4.2,0.2,14.7,0.452173913
34,3,81,0,22.5,4.8,9,6.6,0.5,11.7,0.533333333
34,4,75,28,26.4,3.9,8.5,2.8,0.2,10.2,0.458823529
34,5,56,6,16.7,3.9,7.3,3.4,0.5,9.4,0.534246575
34,6,80,80,29.2,3.1,6.8,3.1,0.2,8.5,0.455882353
34,7,76,54,26.2,2.7,7,1.9,0,7.6,0.385714286
34,8,58,39,19.4,2.7,5.3,5.1,1.3,6.8,0.509433962
34,9,70,2,16.3,2.2,6,2.3,0.2,6.4,0.366666667
34,10,19,0,9,1.6,3.1,2.4,0.2,4.4,0.516129032
34,11,74,0,18.5,1.4,3.3,1.4,0.3,4.1,0.424242424
34,12,57,34,9.9,1.5,3.2,2,0.5,4,0.46875
34,13,41,2,11.2,1.4,3.8,1.2,0.2,3.5,0.368421053
34,14,6,0,16.7,1.3,3.7,2,0.7,3.3,0.351351351
34,15,32,12,9.7,0.9,2.1,1.7,0.3,2.6,0.428571429
34,16,8,0,3,0.3,0.9,0.4,0,0.6,0.333333333
34,17,2,0,3.5,0,0.5,0,0,0,0
34,18,3,0,2,0,1,1,0.3,0,0
35,0,74,74,30.5,7.7,14.8,6.9,2.1,19.4,0.52027027
35,1,78,78,36.4,6.3,14.4,3,0.4,18.9,0.4375
35,2,72,72,36.7,6.2,14.6,3,0.2,16.3,0.424657534
35,3,82,8,18.9,4.2,8.2,5.1,0.7,10.3,0.512195122
35,4,69,68,30.1,2.6,6.6,4.6,0.7,7.7,0.393939394
35,5,80,8,19.1,2.4,5.7,1.8,0.2,6.8,0.421052632
35,6,65,21,18.3,2.1,4.8,5.6,0.5,5.8,0.4375
35,7,73,2,12.5,2.1,4.6,1.4,0.2,5.4,0.456521739
35,8,37,0,14.7,1.8,4.6,0.9,0.1,4.9,0.391304348
35,9,80,56,24.7,1.6,3.3,11.1,0.2,4.5,0.484848485
35,10,74,23,19,1.5,3.8,1.6,0.1,4.2,0.394736842
35,11,53,0,9.5,1.3,3.5,1.8,0.2,3.5,0.371428571
35,12,39,0,5.6,0.8,2.2,0.5,0,2.2,0.363636364
35,13,19,0,4.9,0.5,1.2,1.2,0.1,1.6,0.416666667
35,14,14,0,7.1,0.4,1.5,1.1,0.1,1,0.266666667
35,15,4,0,7.8,0,0.8,0.5,0,0.5,0
35,16,2,0,0,0,0,0.5,0,0,0
36,0,17,17,31.4,7.6,13.5,6,1.8,20.7,0.562962963
36,1,79,79,32.6,5.8,12.9,3.4,0.1,15.8,0.449612403
36,2,64,58,32.1,5,11.2,2.6,0.2,14.3,0.446428571
36,3,75,68,28,4.3,9.5,4.6,0.4,13.5,0.452631579
36,4,26,1,23.8,4.2,10.2,2.8,0.1,12.3,0.411764706
36,5,73,7,22.2,4.4,9.2,5.3,0.5,11.2,0.47826087
36,6,72,7,19.4,3.1,7.3,3.7,0.3,8.6,0.424657534
36,7,76,54,26,3.1,6.4,3.2,0.4,8.3,0.484375
36,8,70,22,18.2,2.8,4.3,4.4,0.8,7.4,0.651162791
36,9,78,26,22.7,2.5,6.2,2.2,0.1,7.2,0.403225806
36,10,54,54,20.6,2.9,6.6,6.6,0.7,6.5,0.439393939
36,11,45,4,19,1.8,3.6,3.2,0.4,5,0.5
36,12,35,0,16.3,1.6,4.3,1.1,0,4.5,0.372093023
36,13,15,2,16.3,1.7,3.6,1.5,0.1,4.1,0.472222222
36,14,23,3,11.7,1.3,4,0.7,0,3.9,0.325
36,15,21,1,9.4,1,2.5,1,0,3,0.4
36,16,30,6,13.3,0.8,2,5,0.1,2.7,0.4
36,17,17,0,8.1,0.6,1.4,0.8,0.1,1.5,0.428571429
36,18,22,1,7.9,0.5,1.1,0.9,0,1.1,0.454545455
37,0,72,44,29.2,7,13.7,7.4,1.8,17.2,0.510948905
37,1,80,80,34.8,5.6,12.8,4.8,0.2,14.4,0.4375
37,2,28,20,29.6,5.8,11.7,5.9,0.3,13.8,0.495726496
37,3,68,55,31.1,4.4,11.3,3.5,0.3,13,0.389380531
37,4,80,27,28,4.5,10.2,3.1,0.2,12,0.441176471
37,5,78,28,23.8,3.3,7.4,2.7,0.1,9,0.445945946
37,6,82,45,21.2,3.4,6,6.2,0.8,8.7,0.566666667
37,7,40,4,22.4,3.1,8,4.9,0.4,8.5,0.3875
37,8,74,19,23.6,2.6,5.9,2.8,0.1,7.4,0.440677966
37,9,42,42,20.2,3,6.5,6.8,0.3,6.8,0.461538462
37,10,33,16,16.9,1.6,4.1,2,0,4.6,0.390243902
37,11,47,29,16.6,1.6,4.5,2.3,0.3,4.6,0.355555556
37,12,50,1,10.6,1.5,3.3,2.9,0.4,3.7,0.454545455
37,13,44,0,8.7,1.1,2.1,2.4,0.3,3.1,0.523809524
37,14,10,0,9.4,1.1,3,2.3,0.4,2.7,0.366666667
37,15,7,0,6.3,0.9,2.6,1.4,0.4,2.3,0.346153846
37,16,38,0,7.9,0.9,2.8,0.7,0,2.2,0.321428571
37,17,10,0,4.5,0.7,1.4,0.7,0,1.6,0.5
37,18,7,0,5.3,0,0.7,1.1,0,0.4,0
38,0,73,73,33.7,8.1,15.8,7.8,1.7,20.6,0.512658228
38,1,73,73,33.1,6.8,13.2,9,0.5,15.1,0.515151515
38,2,23,0,23.1,5,10.8,2.2,0.1,13.8,0.462962963
38,3,32,32,32.1,4.4,11.2,4.3,0.2,12.8,0.392857143
38,4,57,57,33.9,4.3,10.7,3.9,0,11.8,0.401869159
38,5,79,39,26.8,4.1,9.5,3.2,0.1,11.2,0.431578947
38,6,76,41,21.2,2.9,7.4,2.3,0.1,7.7,0.391891892
38,7,78,17,22.5,2.8,6.4,2.3,0.2,7.3,0.4375
38,8,61,33,21.6,2.5,5.7,2.8,0.1,7,0.438596491
38,9,46,0,13.8,2.8,6.1,2.1,0.2,6.6,0.459016393
38,10,14,4,18.8,2.4,5.5,5.1,1,6.5,0.436363636
38,11,62,6,15.9,2,5.2,2,0.2,5.9,0.384615385
38,12,29,17,21.2,2.2,4.8,5.3,0.6,5.8,0.458333333
38,13,39,2,10.9,1.9,3.4,3.1,0.8,4.7,0.558823529
38,14,24,4,15.1,1.8,4.5,2.8,0.5,4.7,0.4
38,15,71,7,12.9,1.8,4.1,5.1,0.5,4.3,0.43902439
38,16,40,5,10.1,0.8,1.9,1.5,0.1,2.4,0.421052632
39,0,75,75,29.7,7.4,15.6,5.4,1.7,20.5,0.474358974
39,1,36,33,24.5,4.9,11.1,3.8,0.4,14.5,0.441441441
39,2,55,54,26.9,4.9,11.1,3.6,0.1,14.2,0.441441441
39,3,70,24,25.1,4.4,10.5,4,0.1,13.1,0.419047619
39,4,71,43,24.7,4.3,8.3,8,0.4,10,0.518072289
39,5,78,50,22.6,3,6.9,5.8,0.6,8.7,0.434782609
39,6,52,11,21.9,3,7,2.8,0.2,8.2,0.428571429
39,7,57,26,21.6,3,6.7,3.3,0.1,8.2,0.447761194
39,8,12,0,15.3,2.8,5.1,2.3,0.3,7.9,0.549019608
39,9,73,26,22.5,2.8,7,2.5,0.5,7.4,0.4
39,10,59,18,22.6,2.3,5.2,2.8,0.4,7.4,0.442307692
39,11,64,7,18.4,2.7,5.9,4.1,0.7,6.9,0.457627119
39,12,32,1,16,2,4.8,3.3,0.5,6.5,0.416666667
39,13,20,0,14.7,2.3,5.1,2.6,0.5,6.3,0.450980392
39,14,10,0,15.2,1.8,4.9,1.2,0.2,5.4,0.367346939
39,15,69,40,18.6,1.7,4.7,2.2,0.1,5.2,0.361702128
39,16,36,1,12.9,2,4.2,3.9,0.1,5.1,0.476190476
39,17,23,1,11.5,1.7,4,3.4,0.1,5,0.425
39,18,10,0,11.1,1.3,3.4,2.7,0,3,0.382352941
39,19,14,0,5.2,1.1,2.2,1.2,0.1,2.5,0.5
39,20,3,0,13,0.7,2.7,0.7,0.3,2.3,0.259259259
40,0,80,80,34.7,6.3,12.8,5.4,0.6,18.9,0.4921875
40,1,80,80,36.1,6,12.2,3.4,0.2,16.5,0.491803279
40,2,71,71,31.3,6.1,11.6,8.9,0.8,14.9,0.525862069
40,3,78,13,29.5,4.6,10.3,5.4,0.4,11.7,0.446601942
40,4,68,68,37.2,4.7,9.9,4.4,0.2,10.6,0.474747475
40,5,26,2,23.5,3.8,7.8,3.3,0.6,9.8,0.487179487
40,6,37,36,20.3,3.6,5.4,4.8,1.1,9.2,0.666666667
40,7,24,20,23,3.3,6.1,5.3,0.3,9.1,0.540983607
40,8,12,7,26.1,2.7,4.9,8.1,0.8,7.3,0.551020408
40,9,55,11,17.9,2.7,6.6,1.6,0.1,7.1,0.409090909
40,10,24,2,18.9,2.3,5,1.5,0.4,5.6,0.46
40,11,49,0,19.1,2.3,4.7,2.3,0.4,5.5,0.489361702
40,12,24,10,18,2.1,4.5,3.7,1.3,5.4,0.466666667
40,13,37,7,14.4,1.6,2.6,2.9,0.6,4.1,0.615384615
40,14,58,2,9.5,1.2,2.7,0.8,0.1,3.2,0.444444444
40,15,17,0,10.5,0.9,2.2,2.2,0.1,2.6,0.409090909
40,16,15,1,12.7,0.7,2.3,1.5,0,2.4,0.304347826
40,17,28,0,8.6,1,2.5,2,0.3,2.3,0.4
40,18,17,0,8.8,0.7,1.5,0.8,0,1.8,0.466666667
40,19,30,0,5.4,0.8,2.2,0.6,0,1.7,0.363636364
40,20,4,0,8,0.5,0.8,1.3,0.8,1.5,0.625
41,0,61,61,34,6.5,14.6,5.2,0.4,19.4,0.445205479
41,1,60,60,31.1,6.5,13,8.2,1,15.8,0.5
41,2,46,42,34,4.9,10.7,3.1,0.2,14.2,0.457943925
41,3,59,39,31.7,5.1,10.7,6.2,0.9,12.5,0.476635514
41,4,53,53,36.9,4.8,10.8,4.8,0.1,11.9,0.444444444
41,5,64,28,21.4,3.1,6.3,1.8,0.2,7.6,0.492063492
41,6,42,6,21.9,2.5,6.4,3.1,0.2,6.9,0.390625
41,7,28,4,17.2,2.3,3.8,4.4,0.3,5.4,0.605263158
41,8,25,24,22.8,2.1,4.8,5.4,1.7,5,0.4375
41,9,46,2,14.4,1.4,3.5,0.8,0,4,0.4
41,10,3,0,14,0.7,2,4,1,3.7,0.35
41,11,38,0,12.7,1.4,3.8,1.7,0.2,3.2,0.368421053
41,12,36,0,8.3,1.5,3.4,1.6,0.4,3.2,0.441176471
41,13,55,3,13.9,1.2,2.2,3.2,1.5,2.9,0.545454545
41,14,38,0,8.7,1.1,3,0.9,0.1,2.9,0.366666667
41,15,15,1,10.7,1.2,1.9,1.7,0.3,2.8,0.631578947
41,16,45,7,11.7,1.1,2.8,1.6,0.3,2.7,0.392857143
42,0,77,77,33.5,6.2,14.2,6.3,0.4,18.6,0.436619718
42,1,68,68,29.8,6.2,12.5,7.8,0.9,14.8,0.496
42,2,38,38,37.4,5.9,12.2,5.6,0.2,13.7,0.483606557
42,3,81,17,27.8,4.6,10,3.9,0.8,12.8,0.46
42,4,79,24,26.9,3.6,8.2,2,0.1,10.1,0.43902439
42,5,50,50,28.7,3.8,9.6,2.2,0.4,9.2,0.395833333
42,6,27,2,21.5,3.3,8,2.7,0.1,9.1,0.4125
42,7,81,69,27.7,3.5,7.3,5.2,0.8,8.7,0.479452055
42,8,78,39,24.9,3.2,6.8,2.4,0.3,7.8,0.470588235
42,9,45,5,19.8,2.5,5,5.9,0.5,6,0.5
42,10,41,2,12.5,2,4.7,1.1,0.1,5.2,0.425531915
42,11,24,0,13.8,2,4,1.8,0.1,4.6,0.5
42,12,61,7,13.6,1.8,2.5,3,0.5,4.2,0.72
42,13,16,0,12.4,1.8,3,4.4,0.4,4.2,0.6
42,14,12,0,7.2,1,1.9,1.1,0.5,2.4,0.526315789
42,15,5,0,3.6,0.4,0.8,0.6,0,1.2,0.5
42,16,6,0,3.8,0.3,1.8,0.8,0,1.2,0.166666667
42,17,6,0,5.5,0.5,1,0.5,0.3,1.2,0.5
42,18,32,7,10.3,0.3,0.7,1.6,0.2,1.2,0.428571429
42,19,1,0,5,0,1,1,0,0,0
43,0,82,82,34.2,5.9,14.3,4.6,0.6,16.9,0.412587413
43,1,60,58,30.9,6,13.8,3.8,0.2,14.9,0.434782609
43,2,39,35,30.8,4.8,11.7,3.1,0.1,13.7,0.41025641
43,3,74,44,27.6,5.2,12.1,8.1,0.7,13.3,0.429752066
43,4,30,30,33.3,4.7,11.7,5.5,0.1,11.7,0.401709402
43,5,82,73,27.6,4.3,8.8,5.7,0.9,11.1,0.488636364
43,6,41,14,25.2,3.9,9.2,2.1,0.1,10.1,0.423913043
43,7,70,9,19.9,3.3,7.2,5.2,0.4,8.7,0.458333333
43,8,69,30,20,3.3,6.7,5.9,0.9,8.4,0.492537313
43,9,30,0,16.8,3,6.1,1.6,0.3,7.4,0.491803279
43,10,40,0,19.8,2.1,5.4,2.4,0.1,6.3,0.388888889
43,11,58,16,24.4,2,4,3.7,0.2,5.1,0.5
43,12,37,8,13.2,1.7,4,3.5,0.7,4.4,0.425
43,13,10,0,7.3,0.9,2.4,1.9,0.1,3.1,0.375
43,14,75,11,15.1,1,3.4,1.4,0.1,2.8,0.294117647
43,15,6,0,9.2,0.5,1,0.5,0,2,0.5
43,16,3,0,4.7,0.7,1.3,1,0,1.7,0.538461538
43,17,14,0,9.6,0.6,2.1,1.2,0,1.6,0.285714286
43,18,21,0,7.1,0.5,1.2,1.5,0.4,1,0.416666667
44,0,21,0,25.9,5.6,13.5,2.1,0,19,0.414814815
44,1,33,33,33.2,6.2,14.4,4.3,0.4,17.6,0.430555556
